county_site_id,parameter_code,date_local,arithmetic_mean
005-0002,81102,1996-04-19,11.000000
005-0002,81102,1996-04-21,6.000000
005-0002,81102,1996-04-23,30.000000
005-0002,81102,1996-04-25,12.000000
005-0002,81102,1996-04-27,27.000000
005-0002,81102,1996-04-29,17.000000
005-0002,81102,1996-05-01,28.000000
005-0002,81102,1996-05-03,26.000000
005-0002,81102,1996-05-05,23.000000
005-0002,81102,1996-05-09,32.000000
005-0002,81102,1996-05-11,32.000000
005-0002,81102,1996-05-13,32.000000
005-0002,81102,1996-05-15,24.000000
005-0002,81102,1996-05-17,11.000000
005-0002,81102,1996-05-19,8.000000
005-0002,81102,1996-05-21,19.000000
005-0002,81102,1996-05-23,10.000000
005-0002,81102,1996-05-25,9.000000
005-0002,81102,1996-05-27,8.000000
005-0002,81102,1996-05-29,13.000000
005-0002,81102,1996-05-31,14.000000
005-0002,81102,1996-06-02,15.000000
005-0002,81102,1996-06-04,24.000000
005-0002,81102,1996-06-06,21.000000
005-0002,81102,1996-06-08,33.000000
005-0002,81102,1996-06-10,27.000000
005-0002,81102,1996-06-12,27.000000
005-0002,81102,1996-06-14,30.000000
005-0002,81102,1996-06-16,26.000000
005-0002,81102,1996-06-18,33.000000
005-0002,81102,1996-06-20,43.000000
005-0002,81102,1996-06-22,20.000000
005-0002,81102,1996-06-26,43.000000
005-0002,81102,1996-06-28,17.000000
005-0002,81102,1996-06-30,15.000000
005-0002,81102,1996-07-02,28.000000
005-0002,81102,1996-07-04,28.000000
005-0002,81102,1996-07-06,22.000000
005-0002,81102,1996-07-08,29.000000
005-0002,81102,1996-07-10,29.000000
005-0002,81102,1996-07-12,28.000000
005-0002,81102,1996-07-16,16.000000
005-0002,81102,1996-07-18,23.000000
005-0002,81102,1996-07-20,17.000000
005-0002,81102,1996-07-22,17.000000
005-0002,81102,1996-07-24,23.000000
005-0002,81102,1996-07-26,25.000000
005-0002,81102,1996-07-28,21.000000
005-0002,81102,1996-07-30,19.000000
005-0002,81102,1996-08-01,22.000000
005-0002,81102,1996-08-03,23.000000
005-0002,81102,1996-08-05,28.000000
005-0002,81102,1996-08-07,19.000000
005-0002,81102,1996-08-09,30.000000
005-0002,81102,1996-08-11,26.000000
005-0002,81102,1996-08-13,41.000000
005-0002,81102,1996-08-15,33.000000
005-0002,81102,1996-08-17,37.000000
005-0002,81102,1996-08-19,32.000000
005-0002,81102,1996-08-21,38.000000
005-0002,81102,1996-08-23,36.000000
005-0002,81102,1996-08-25,31.000000
005-0002,81102,1996-08-27,34.000000
005-0002,81102,1996-08-29,53.000000
005-0002,81102,1996-08-31,52.000000
005-0002,81102,1996-09-02,33.000000
005-0002,81102,1996-09-04,61.000000
005-0002,81102,1996-09-06,26.000000
005-0002,81102,1996-09-08,23.000000
005-0002,81102,1996-09-10,32.000000
005-0002,81102,1996-09-12,25.000000
005-0002,81102,1996-09-14,18.000000
005-0002,81102,1996-09-16,7.000000
005-0002,81102,1996-09-18,10.000000
005-0002,81102,1996-09-20,15.000000
005-0002,81102,1996-09-22,14.000000
005-0002,81102,1996-09-24,37.000000
005-0002,81102,1996-09-26,28.000000
005-0002,81102,1996-09-28,27.000000
005-0002,81102,1996-09-30,28.000000
005-0002,81102,1996-10-06,28.000000
005-0002,81102,1996-10-08,45.000000
005-0002,81102,1996-10-10,39.000000
005-0002,81102,1996-10-12,36.000000
005-0002,81102,1996-10-14,28.000000
005-0002,81102,1996-10-20,8.000000
005-0002,81102,1996-10-22,21.000000
005-0002,81102,1996-10-24,10.000000
005-0002,81102,1996-10-26,10.000000
005-0002,81102,1996-10-28,32.000000
005-0002,81102,1996-10-30,24.000000
005-0002,81102,1996-11-01,24.000000
005-0002,81102,1996-11-03,27.000000
005-0002,81102,1996-11-05,11.000000
005-0002,81102,1996-11-07,15.000000
005-0002,81102,1996-11-09,29.000000
005-0002,81102,1996-11-11,30.000000
005-0002,81102,1996-11-15,11.000000
005-0002,81102,1996-11-17,10.000000
005-0002,81102,1996-11-21,30.000000
005-0002,81102,1996-11-25,19.000000
005-0002,81102,1996-11-27,19.000000
005-0002,81102,1996-11-29,11.000000
005-0002,81102,1996-12-01,10.000000
005-0002,81102,1996-12-03,20.000000
005-0002,81102,1996-12-05,8.000000
005-0002,81102,1996-12-07,25.000000
005-0002,81102,1996-12-09,32.000000
005-0002,81102,1996-12-11,10.000000
005-0002,81102,1996-12-13,11.000000
005-0002,81102,1996-12-15,16.000000
005-0002,81102,1996-12-17,25.000000
005-0002,81102,1996-12-19,50.000000
005-0002,81102,1996-12-21,11.000000
005-0002,81102,1996-12-23,8.000000
005-0002,81102,1996-12-27,5.000000
005-0002,81102,1996-12-29,8.000000
005-0002,81102,1996-12-31,24.000000
005-0002,81102,1997-01-04,15.000000
005-0002,81102,1997-01-06,21.000000
005-0002,81102,1997-01-08,31.000000
005-0002,81102,1997-01-10,24.000000
005-0002,81102,1997-01-14,34.000000
005-0002,81102,1997-01-16,36.000000
005-0002,81102,1997-01-18,86.000000
005-0002,81102,1997-01-20,75.000000
005-0002,81102,1997-01-22,6.000000
005-0002,81102,1997-01-24,44.000000
005-0002,81102,1997-01-26,8.000000
005-0002,81102,1997-01-28,29.000000
005-0002,81102,1997-01-30,42.000000
005-0002,81102,1997-02-01,20.000000
005-0002,81102,1997-02-03,16.000000
005-0002,81102,1997-02-05,20.000000
005-0002,81102,1997-02-07,57.000000
005-0002,81102,1997-02-09,56.000000
005-0002,81102,1997-02-11,92.000000
005-0002,81102,1997-02-13,33.000000
005-0002,81102,1997-02-15,38.000000
005-0002,81102,1997-02-17,41.000000
005-0002,81102,1997-02-19,29.000000
005-0002,81102,1997-02-21,26.000000
005-0002,81102,1997-02-23,14.000000
005-0002,81102,1997-02-25,28.000000
005-0002,81102,1997-02-27,12.000000
005-0002,81102,1997-03-05,43.000000
005-0002,81102,1997-03-11,74.000000
005-0002,81102,1997-03-17,15.000000
005-0002,81102,1997-03-23,20.000000
005-0002,81102,1997-03-29,16.000000
005-0002,81102,1997-04-04,22.000000
005-0002,81102,1997-04-10,14.000000
005-0002,81102,1997-04-16,21.000000
005-0002,81102,1997-04-22,10.000000
005-0002,81102,1997-04-28,12.000000
005-0002,81102,1997-05-04,19.000000
005-0002,81102,1997-05-10,28.000000
005-0002,81102,1997-05-16,23.000000
005-0002,81102,1997-05-22,19.000000
005-0002,81102,1997-05-28,13.000000
005-0002,81102,1997-06-03,18.000000
005-0002,81102,1997-06-09,18.000000
005-0002,81102,1997-06-21,23.000000
005-0002,81102,1997-06-27,35.000000
005-0002,81102,1997-07-03,15.000000
005-0002,81102,1997-07-09,33.000000
005-0002,81102,1997-07-15,24.000000
005-0002,81102,1997-07-21,24.000000
005-0002,81102,1997-07-27,22.000000
005-0002,81102,1997-08-02,24.000000
005-0002,81102,1997-08-08,29.000000
005-0002,81102,1997-08-14,27.000000
005-0002,81102,1997-08-20,34.000000
005-0002,81102,1997-08-26,41.000000
005-0002,81102,1997-09-01,18.000000
005-0002,81102,1997-09-07,13.000000
005-0002,81102,1997-09-13,22.000000
005-0002,81102,1997-09-19,13.000000
005-0002,81102,1997-09-25,30.000000
005-0002,81102,1997-10-01,37.000000
005-0002,81102,1997-10-07,14.000000
005-0002,81102,1997-10-13,25.000000
005-0002,81102,1997-10-19,26.000000
005-0002,81102,1997-10-25,24.000000
005-0002,81102,1997-10-31,20.000000
005-0002,81102,1997-11-06,43.000000
005-0002,81102,1997-11-12,24.000000
005-0002,81102,1997-11-18,35.000000
005-0002,81102,1997-11-24,39.000000
005-0002,81102,1997-11-30,36.000000
005-0002,81102,1997-12-02,17.000000
005-0002,81102,1997-12-04,41.000000
005-0002,81102,1997-12-06,59.000000
005-0002,81102,1997-12-08,12.000000
005-0002,81102,1997-12-10,21.000000
005-0002,81102,1997-12-12,52.000000
005-0002,81102,1997-12-14,89.000000
005-0002,81102,1997-12-16,42.000000
005-0002,81102,1997-12-18,35.000000
005-0002,81102,1997-12-20,48.000000
005-0002,81102,1997-12-22,46.000000
005-0002,81102,1997-12-24,29.000000
005-0002,81102,1997-12-26,53.000000
005-0002,81102,1997-12-28,33.000000
005-0002,81102,1997-12-30,36.000000
005-0002,81102,1998-01-01,40.000000
005-0002,81102,1998-01-05,8.000000
005-0002,81102,1998-01-07,56.000000
005-0002,81102,1998-01-09,41.000000
005-0002,81102,1998-01-11,4.000000
005-0002,81102,1998-01-13,10.000000
005-0002,81102,1998-01-15,9.000000
005-0002,81102,1998-01-17,9.000000
005-0002,81102,1998-01-19,9.000000
005-0002,81102,1998-01-21,26.000000
005-0002,81102,1998-01-23,42.000000
005-0002,81102,1998-01-25,14.000000
005-0002,81102,1998-01-27,63.000000
005-0002,81102,1998-01-29,49.000000
005-0002,81102,1998-01-31,19.000000
005-0002,81102,1998-02-02,24.000000
005-0002,81102,1998-02-04,49.000000
005-0002,81102,1998-02-06,18.000000
005-0002,81102,1998-02-08,6.000000
005-0002,81102,1998-02-10,29.000000
005-0002,81102,1998-02-12,26.000000
005-0002,81102,1998-02-14,18.000000
005-0002,81102,1998-02-18,10.000000
005-0002,81102,1998-02-20,35.000000
005-0002,81102,1998-02-22,5.000000
005-0002,81102,1998-02-24,8.000000
005-0002,81102,1998-02-26,14.000000
005-0002,81102,1998-02-28,30.000000
005-0002,81102,1998-03-06,10.000000
005-0002,81102,1998-03-09,63.000000
005-0002,81102,1998-03-12,70.000000
005-0002,81102,1998-03-15,38.000000
005-0002,81102,1998-03-18,34.000000
005-0002,81102,1998-03-21,31.000000
005-0002,81102,1998-03-24,22.000000
005-0002,81102,1998-03-27,12.000000
005-0002,81102,1998-04-02,18.000000
005-0002,81102,1998-04-05,7.000000
005-0002,81102,1998-04-08,18.000000
005-0002,81102,1998-04-11,26.000000
005-0002,81102,1998-04-14,8.000000
005-0002,81102,1998-04-17,17.000000
005-0002,81102,1998-04-20,24.000000
005-0002,81102,1998-04-23,53.000000
005-0002,81102,1998-04-26,14.000000
005-0002,81102,1998-04-29,29.000000
005-0002,81102,1998-05-02,34.000000
005-0002,81102,1998-05-05,14.000000
005-0002,81102,1998-05-08,17.000000
005-0002,81102,1998-05-11,9.000000
005-0002,81102,1998-05-14,11.000000
005-0002,81102,1998-05-17,10.000000
005-0002,81102,1998-05-20,30.000000
005-0002,81102,1998-05-23,11.000000
005-0002,81102,1998-05-26,19.000000
005-0002,81102,1998-05-29,28.000000
005-0002,81102,1998-06-01,16.000000
005-0002,81102,1998-06-04,8.000000
005-0002,81102,1998-06-07,10.000000
005-0002,81102,1998-06-10,9.000000
005-0002,81102,1998-06-13,10.000000
005-0002,81102,1998-06-16,12.000000
005-0002,81102,1998-06-19,20.000000
005-0002,81102,1998-06-22,22.000000
005-0002,81102,1998-06-25,19.000000
005-0002,81102,1998-06-28,16.000000
005-0002,81102,1998-07-01,28.000000
005-0002,81102,1998-07-04,34.000000
005-0002,81102,1998-07-07,27.000000
005-0002,81102,1998-07-10,32.000000
005-0002,81102,1998-07-13,30.000000
005-0002,81102,1998-07-16,26.000000
005-0002,81102,1998-07-19,28.000000
005-0002,81102,1998-07-22,29.000000
005-0002,81102,1998-07-25,21.000000
005-0002,81102,1998-07-28,23.000000
005-0002,81102,1998-07-31,34.000000
005-0002,81102,1998-08-03,22.000000
005-0002,81102,1998-08-06,32.000000
005-0002,81102,1998-08-09,21.000000
005-0002,81102,1998-08-12,35.000000
005-0002,81102,1998-08-15,30.000000
005-0002,81102,1998-08-18,20.000000
005-0002,81102,1998-08-21,18.000000
005-0002,81102,1998-08-24,27.000000
005-0002,81102,1998-08-27,17.000000
005-0002,81102,1998-08-30,25.000000
005-0002,81102,1998-09-02,27.000000
005-0002,81102,1998-09-05,22.000000
005-0002,81102,1998-09-08,21.000000
005-0002,81102,1998-09-11,19.000000
005-0002,81102,1998-09-14,18.000000
005-0002,81102,1998-09-17,25.000000
005-0002,81102,1998-09-20,12.000000
005-0002,81102,1998-09-23,22.000000
005-0002,81102,1998-09-26,10.000000
005-0002,81102,1998-09-29,23.000000
005-0002,81102,1998-10-02,18.000000
005-0002,81102,1998-10-06,18.000000
005-0002,81102,1998-10-08,26.000000
005-0002,81102,1998-10-11,17.000000
005-0002,81102,1998-10-14,28.000000
005-0002,81102,1998-10-17,14.000000
005-0002,81102,1998-10-20,18.000000
005-0002,81102,1998-10-23,17.000000
005-0002,81102,1998-10-26,22.000000
005-0002,81102,1998-10-29,8.000000
005-0002,81102,1998-11-01,27.000000
005-0002,81102,1998-11-07,11.000000
005-0002,81102,1998-11-10,6.000000
005-0002,81102,1998-11-13,26.000000
005-0002,81102,1998-11-16,25.000000
005-0002,81102,1998-11-19,15.000000
005-0002,81102,1998-11-22,9.000000
005-0002,81102,1998-11-25,29.000000
005-0002,81102,1998-11-28,0.000000
005-0002,81102,1998-12-01,13.000000
005-0002,81102,1998-12-04,4.000000
005-0002,81102,1998-12-07,28.000000
005-0002,81102,1998-12-10,34.000000
005-0002,81102,1998-12-13,102.000000
005-0002,81102,1998-12-16,76.000000
005-0002,81102,1998-12-19,13.000000
005-0002,81102,1998-12-22,44.000000
005-0002,81102,1998-12-25,48.000000
005-0002,81102,1998-12-28,11.000000
005-0002,81102,1998-12-31,23.000000
005-0002,81102,1999-01-03,16.000000
005-0002,81102,1999-01-06,56.000000
005-0002,81102,1999-01-09,23.000000
005-0002,81102,1999-01-12,25.000000
005-0002,81102,1999-01-15,23.000000
005-0002,81102,1999-01-18,11.000000
005-0002,81102,1999-01-21,4.000000
005-0002,81102,1999-01-24,9.000000
005-0002,81102,1999-01-27,11.000000
005-0002,81102,1999-01-30,83.000000
005-0002,81102,1999-02-02,52.000000
005-0002,81102,1999-02-08,11.000000
005-0002,81102,1999-02-11,33.000000
005-0002,81102,1999-02-14,65.000000
005-0002,81102,1999-02-17,7.000000
005-0002,81102,1999-02-20,19.000000
005-0002,81102,1999-02-23,31.000000
005-0002,81102,1999-02-26,28.000000
005-0002,81102,1999-03-01,10.000000
005-0002,81102,1999-03-04,10.000000
005-0002,81102,1999-03-07,12.000000
005-0002,81102,1999-03-10,18.000000
005-0002,81102,1999-03-13,22.000000
005-0002,81102,1999-03-16,30.000000
005-0002,81102,1999-03-19,50.000000
005-0002,81102,1999-03-22,9.000000
005-0002,81102,1999-03-28,22.000000
005-0002,81102,1999-03-31,7.000000
005-0002,81102,1999-04-03,5.000000
005-0002,81102,1999-04-06,13.000000
005-0002,81102,1999-04-09,21.000000
005-0002,81102,1999-04-12,19.000000
005-0002,81102,1999-04-15,24.000000
005-0002,81102,1999-04-18,19.000000
005-0002,81102,1999-04-21,11.000000
005-0002,81102,1999-04-24,10.000000
005-0002,81102,1999-04-27,4.000000
005-0002,81102,1999-04-30,8.000000
005-0002,81102,1999-05-03,1.000000
005-0002,81102,1999-05-06,12.000000
005-0002,81102,1999-05-09,6.000000
005-0002,81102,1999-05-12,13.000000
005-0002,81102,1999-05-15,2.000000
005-0002,81102,1999-05-18,20.000000
005-0002,81102,1999-05-21,32.000000
005-0002,81102,1999-05-24,22.000000
005-0002,81102,1999-05-27,22.000000
005-0002,81102,1999-05-30,14.000000
005-0002,81102,1999-06-02,12.000000
005-0002,81102,1999-06-05,8.000000
005-0002,81102,1999-06-08,11.000000
005-0002,81102,1999-06-11,14.000000
005-0002,81102,1999-06-14,21.000000
005-0002,81102,1999-06-17,29.000000
005-0002,81102,1999-06-23,23.000000
005-0002,81102,1999-06-26,28.000000
005-0002,81102,1999-06-29,30.000000
005-0002,81102,1999-07-02,34.000000
005-0002,81102,1999-07-05,30.000000
005-0002,81102,1999-07-08,29.000000
005-0002,81102,1999-07-14,32.000000
005-0002,81102,1999-07-17,22.000000
005-0002,81102,1999-07-20,31.000000
005-0002,81102,1999-07-23,32.000000
005-0002,81102,1999-07-26,31.000000
005-0002,81102,1999-08-04,32.000000
005-0002,81102,1999-08-07,30.000000
005-0002,81102,1999-08-10,35.000000
005-0002,81102,1999-08-13,29.000000
005-0002,81102,1999-08-16,29.000000
005-0002,81102,1999-08-19,33.000000
005-0002,81102,1999-08-22,39.000000
005-0002,81102,1999-08-25,33.000000
005-0002,81102,1999-08-28,33.000000
005-0002,81102,1999-08-31,52.000000
005-0002,81102,1999-09-03,20.000000
005-0002,81102,1999-09-06,24.000000
005-0002,81102,1999-09-09,37.000000
005-0002,81102,1999-09-12,25.000000
005-0002,81102,1999-09-15,32.000000
005-0002,81102,1999-09-18,41.000000
005-0002,81102,1999-09-21,20.000000
005-0002,81102,1999-09-24,30.000000
005-0002,81102,1999-09-27,17.000000
005-0002,81102,1999-09-30,32.000000
005-0002,81102,1999-10-03,23.000000
005-0002,81102,1999-10-06,49.000000
005-0002,81102,1999-10-09,25.000000
005-0002,81102,1999-10-12,33.000000
005-0002,81102,1999-10-15,44.000000
005-0002,81102,1999-10-18,34.000000
005-0002,81102,1999-10-21,42.000000
005-0002,81102,1999-10-24,39.000000
005-0002,81102,1999-10-27,60.000000
005-0002,81102,1999-10-30,22.000000
005-0002,81102,1999-11-02,30.000000
005-0002,81102,1999-11-05,46.000000
005-0002,81102,1999-11-08,35.000000
005-0002,81102,1999-11-11,34.000000
005-0002,81102,1999-11-14,50.000000
005-0004,81102,1999-11-23,15.000000
005-0004,81102,1999-11-26,12.000000
005-0004,81102,1999-11-29,34.000000
005-0004,81102,1999-12-02,17.000000
005-0004,81102,1999-12-05,28.000000
005-0004,81102,1999-12-08,19.000000
005-0004,81102,1999-12-11,13.000000
005-0004,81102,1999-12-14,15.000000
005-0004,81102,1999-12-17,34.000000
005-0004,81102,1999-12-20,18.000000
005-0004,81102,1999-12-23,40.000000
005-0004,81102,1999-12-26,52.000000
005-0004,81102,1999-12-29,63.000000
005-0004,81102,2000-01-01,76.000000
005-0004,81102,2000-01-04,17.000000
005-0004,81102,2000-01-07,52.000000
005-0004,81102,2000-01-10,10.000000
005-0004,81102,2000-01-13,42.000000
005-0004,81102,2000-01-16,14.000000
005-0004,81102,2000-01-19,10.000000
005-0004,81102,2000-01-22,13.000000
005-0004,81102,2000-01-25,15.000000
005-0004,81102,2000-01-28,20.000000
005-0004,81102,2000-01-31,19.000000
005-0004,81102,2000-02-03,45.000000
005-0004,81102,2000-02-06,24.000000
005-0004,81102,2000-02-09,34.000000
005-0004,81102,2000-02-12,5.000000
005-0004,81102,2000-02-15,10.000000
005-0004,81102,2000-02-21,10.000000
005-0004,81102,2000-02-24,3.000000
005-0004,81102,2000-02-27,28.000000
005-0004,81102,2000-03-01,17.000000
005-0004,81102,2000-03-04,33.000000
005-0004,81102,2000-03-07,14.000000
005-0004,81102,2000-03-10,11.000000
005-0004,81102,2000-03-13,17.000000
005-0004,81102,2000-03-16,21.000000
005-0004,81102,2000-03-19,7.000000
005-0004,81102,2000-03-22,27.000000
005-0004,81102,2000-03-25,23.000000
005-0004,81102,2000-03-28,11.000000
005-0004,81102,2000-03-31,15.000000
005-0004,81102,2000-04-03,19.000000
005-0004,81102,2000-04-06,40.000000
005-0004,81102,2000-04-09,26.000000
005-0004,81102,2000-04-12,38.000000
005-0004,81102,2000-04-15,7.000000
005-0004,81102,2000-04-18,24.000000
005-0004,81102,2000-04-21,25.000000
005-0004,81102,2000-04-24,9.000000
005-0004,81102,2000-04-27,31.000000
005-0004,81102,2000-04-30,14.000000
005-0004,81102,2000-05-03,37.000000
005-0004,81102,2000-05-06,11.000000
005-0004,81102,2000-05-09,15.000000
005-0004,81102,2000-05-12,7.000000
005-0004,81102,2000-05-15,29.000000
005-0004,81102,2000-05-18,13.000000
005-0004,81102,2000-05-21,17.000000
005-0004,81102,2000-05-24,26.000000
005-0004,81102,2000-05-27,8.000000
005-0004,81102,2000-05-30,23.000000
005-0004,81102,2000-06-02,26.000000
005-0004,81102,2000-06-05,33.000000
005-0004,81102,2000-06-08,79.000000
005-0004,81102,2000-06-11,16.000000
005-0004,81102,2000-06-14,19.000000
005-0004,81102,2000-06-17,17.000000
005-0004,81102,2000-06-20,15.000000
005-0004,81102,2000-06-23,28.000000
005-0004,81102,2000-06-26,24.000000
005-0004,81102,2000-07-02,28.000000
005-0004,81102,2000-07-05,37.000000
005-0004,81102,2000-07-08,32.000000
005-0004,81102,2000-07-11,18.000000
005-0004,81102,2000-07-14,30.000000
005-0004,81102,2000-07-17,16.000000
005-0004,81102,2000-07-20,33.000000
005-0004,81102,2000-07-23,28.000000
005-0004,81102,2000-07-26,54.000000
005-0004,81102,2000-08-01,68.000000
005-0004,81102,2000-08-04,32.000000
005-0004,81102,2000-08-07,37.000000
005-0004,81102,2000-08-10,31.000000
005-0004,81102,2000-08-13,34.000000
005-0004,81102,2000-08-16,30.000000
005-0004,81102,2000-08-19,31.000000
005-0004,81102,2000-08-22,39.000000
005-0004,81102,2000-08-25,32.000000
005-0004,81102,2000-08-28,23.000000
005-0004,81102,2000-08-31,11.000000
005-0004,81102,2000-09-03,12.000000
005-0004,81102,2000-09-06,14.000000
005-0004,81102,2000-09-09,19.000000
005-0004,81102,2000-09-12,28.000000
005-0004,81102,2000-09-15,37.000000
005-0004,81102,2000-09-18,34.000000
005-0004,81102,2000-09-21,32.000000
005-0004,81102,2000-09-24,12.000000
005-0004,81102,2000-09-27,23.000000
005-0004,81102,2000-09-30,23.000000
005-0004,81102,2000-10-03,20.000000
005-0004,81102,2000-10-06,29.000000
