date,north_area_ft2,south_area_ft2,north_volume_ft3,south_volume_ft3
1997-11-21,16741000985.707886,26810046505.02018,233928536485.94308,429090127687.8366
1997-11-22,16741000985.707886,26810046505.02018,233928536485.94308,429090127687.8366
1997-11-23,16741000985.707886,26920933250.4074,233928536485.94308,431779957216.3025
1997-11-24,16741000985.707886,26920933250.4074,233928536485.94308,431779957216.3025
1997-11-25,16741000985.707886,26920933250.4074,233928536485.94308,431779957216.3025
1997-11-26,16741000985.707886,26920933250.4074,233928536485.94308,431779957216.3025
1997-11-27,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-11-28,16741000985.707886,26920933250.4074,233928536485.94308,431779957216.3025
1997-11-29,16741000985.707886,26920933250.4074,233928536485.94308,431779957216.3025
1997-11-30,16741000985.707886,26920933250.4074,233928536485.94308,431779957216.3025
1997-12-01,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-02,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-03,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-04,16838638854.667345,26920933250.4074,235603548184.89435,431779957216.3025
1997-12-05,16741000985.707886,27030077709.973774,233928536485.94308,434472286871.6586
1997-12-06,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-07,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-08,17024825340.28857,27134552504.233017,238993930395.8685,437182804532.64044
1997-12-09,17024825340.28857,27238508225.941383,238993930395.8685,439904408378.5736
1997-12-10,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-11,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-12,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-13,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-14,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-15,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-16,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-17,16838638854.667345,27030077709.973774,235603548184.89435,434472286871.6586
1997-12-18,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-19,17024825340.28857,27134552504.233017,238993930395.8685,437182804532.64044
1997-12-20,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-21,17024825340.28857,27134552504.233017,238993930395.8685,437182804532.64044
1997-12-22,17024825340.28857,27134552504.233017,238993930395.8685,437182804532.64044
1997-12-23,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-24,17117741695.218842,27337443889.533504,240699760648.81195,442629831381.8665
1997-12-25,17024825340.28857,27238508225.941383,238993930395.8685,439904408378.5736
1997-12-26,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-27,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-28,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-29,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-30,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1997-12-31,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1998-01-01,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1998-01-02,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1998-01-03,16838638854.667345,27134552504.233017,235603548184.89435,437182804532.64044
1998-01-04,17024825340.28857,27134552504.233017,238993930395.8685,437182804532.64044
1998-01-05,17117741695.218842,27238508225.941383,240699760648.81195,439904408378.5736
1998-01-06,17024825340.28857,27238508225.941383,238993930395.8685,439904408378.5736
1998-01-07,17024825340.28857,27238508225.941383,238993930395.8685,439904408378.5736
1998-01-08,17024825340.28857,27238508225.941383,238993930395.8685,439904408378.5736
1998-01-09,17024825340.28857,27238508225.941383,238993930395.8685,439904408378.5736
1998-01-10,17024825340.28857,27238508225.941383,238993930395.8685,439904408378.5736
1998-01-11,17117741695.218842,27238508225.941383,240699760648.81195,439904408378.5736
1998-01-12,17117741695.218842,27238508225.941383,240699760648.81195,439904408378.5736
1998-01-13,17117741695.218842,27337443889.533504,240699760648.81195,442629831381.8665
1998-01-14,17117741695.218842,27337443889.533504,240699760648.81195,442629831381.8665
1998-01-15,17117741695.218842,27337443889.533504,240699760648.81195,442629831381.8665
1998-01-16,17117741695.218842,27337443889.533504,240699760648.81195,442629831381.8665
1998-01-17,17209164149.74724,27426032438.84393,242418147077.55313,445370731429.30347
1998-01-18,17209164149.74724,27426032438.84393,242418147077.55313,445370731429.30347
1998-01-19,17383880499.7578,27426032438.84393,245874247998.97424,445370731429.30347
1998-01-20,17297403233.169533,27511533932.114616,244138620168.36417,448112426004.62463
1998-01-21,17209164149.74724,27511533932.114616,242418147077.55313,448112426004.62463
1998-01-22,17209164149.74724,27511533932.114616,242418147077.55313,448112426004.62463
1998-01-23,17209164149.74724,27511533932.114616,242418147077.55313,448112426004.62463
1998-01-24,17297403233.169533,27511533932.114616,244138620168.36417,448112426004.62463
1998-01-25,17297403233.169533,27511533932.114616,244138620168.36417,448112426004.62463
1998-01-26,17297403233.169533,27511533932.114616,244138620168.36417,448112426004.62463
1998-01-27,17297403233.169533,27511533932.114616,244138620168.36417,448112426004.62463
1998-01-28,17297403233.169533,27597080472.296356,244138620168.36417,450870654846.2971
1998-01-29,17297403233.169533,27597080472.296356,244138620168.36417,450870654846.2971
1998-01-30,17383880499.7578,27597080472.296356,245874247998.97424,450870654846.2971
1998-01-31,17383880499.7578,27597080472.296356,245874247998.97424,450870654846.2971
1998-02-01,17383880499.7578,27597080472.296356,245874247998.97424,450870654846.2971
1998-02-02,17297403233.169533,27597080472.296356,244138620168.36417,450870654846.2971
1998-02-03,17297403233.169533,27597080472.296356,244138620168.36417,450870654846.2971
1998-02-04,17297403233.169533,27687764953.841633,244138620168.36417,453637334078.1408
1998-02-05,17472641988.206356,27687764953.841633,247618701627.172,453637334078.1408
1998-02-06,17383880499.7578,27687764953.841633,245874247998.97424,453637334078.1408
1998-02-07,17383880499.7578,27687764953.841633,245874247998.97424,453637334078.1408
1998-02-08,17383880499.7578,27687764953.841633,245874247998.97424,453637334078.1408
1998-02-09,17472641988.206356,27687764953.841633,247618701627.172,453637334078.1408
1998-02-10,17472641988.206356,27687764953.841633,247618701627.172,453637334078.1408
1998-02-11,17472641988.206356,27782412444.46166,247618701627.172,456407766934.6579
1998-02-12,17565911743.221573,27782412444.46166,249370103065.39832,456407766934.6579
1998-02-13,17565911743.221573,27782412444.46166,249370103065.39832,456407766934.6579
1998-02-14,17472641988.206356,27782412444.46166,247618701627.172,456407766934.6579
1998-02-15,17659030623.745773,27782412444.46166,251133208684.70102,456407766934.6579
1998-02-16,17659030623.745773,27874971871.532352,251133208684.70102,459193554375.4807
1998-02-17,17659030623.745773,27874971871.532352,251133208684.70102,459193554375.4807
1998-02-18,17659030623.745773,27874971871.532352,251133208684.70102,459193554375.4807
1998-02-19,17659030623.745773,27874971871.532352,251133208684.70102,459193554375.4807
1998-02-20,17659030623.745773,27874971871.532352,251133208684.70102,459193554375.4807
1998-02-21,17659030623.745773,27874971871.532352,251133208684.70102,459193554375.4807
1998-02-22,17752468384.449245,27874971871.532352,252899334838.219,459193554375.4807
1998-02-23,17659030623.745773,27980344506.199036,251133208684.70102,461980655843.6461
1998-02-24,17752468384.449245,28061476039.080696,252899334838.219,464785624050.27405
1998-02-25,17752468384.449245,28137470431.013733,252899334838.219,467598596824.77783
1998-02-26,17944859531.027657,28137470431.013733,256471805850.1147,467598596824.77783
1998-02-27,17752468384.449245,28061476039.080696,252899334838.219,464785624050.27405
1998-02-28,17752468384.449245,28061476039.080696,252899334838.219,464785624050.27405
1998-03-01,17752468384.449245,28061476039.080696,252899334838.219,464785624050.27405
1998-03-02,17752468384.449245,28137470431.013733,252899334838.219,467598596824.77783
1998-03-03,17944859531.027657,28137470431.013733,256471805850.1147,467598596824.77783
1998-03-04,17944859531.027657,28137470431.013733,256471805850.1147,467598596824.77783
1998-03-05,17944859531.027657,28137470431.013733,256471805850.1147,467598596824.77783
1998-03-06,18132508066.391068,28299685850.208195,260081137373.94104,473241551640.9458
1998-03-07,18040208518.167095,28299685850.208195,258270166127.75418,473241551640.9458
1998-03-08,17944859531.027657,28211473863.112373,256471805850.1147,470412954728.1457
1998-03-09,17944859531.027657,28211473863.112373,256471805850.1147,470412954728.1457
1998-03-10,17944859531.027657,28211473863.112373,256471805850.1147,470412954728.1457
1998-03-11,17944859531.027657,28299685850.208195,256471805850.1147,473241551640.9458
1998-03-12,18040208518.167095,28299685850.208195,258270166127.75418,473241551640.9458
1998-03-13,18040208518.167095,28299685850.208195,258270166127.75418,473241551640.9458
1998-03-14,18040208518.167095,28299685850.208195,258270166127.75418,473241551640.9458
1998-03-15,18040208518.167095,28299685850.208195,258270166127.75418,473241551640.9458
1998-03-16,18040208518.167095,28299685850.208195,258270166127.75418,473241551640.9458
1998-03-17,18132508066.391068,28377015579.346176,260081137373.94104,476070203053.46405
1998-03-18,18132508066.391068,28459123702.177956,260081137373.94104,478914735673.57776
1998-03-19,18132508066.391068,28377015579.346176,260081137373.94104,476070203053.46405
1998-03-20,18132508066.391068,28377015579.346176,260081137373.94104,476070203053.46405
1998-03-21,18132508066.391068,28377015579.346176,260081137373.94104,476070203053.46405
1998-03-22,18132508066.391068,28377015579.346176,260081137373.94104,476070203053.46405
1998-03-23,18217330626.94284,28377015579.346176,261893212137.7111,476070203053.46405
1998-03-24,18217330626.94284,28459123702.177956,261893212137.7111,478914735673.57776
1998-03-25,18300491112.782814,28377015579.346176,263721106081.53632,476070203053.46405
1998-03-26,18300491112.782814,28377015579.346176,263721106081.53632,476070203053.46405
1998-03-27,18300491112.782814,28459123702.177956,263721106081.53632,478914735673.57776
1998-03-28,18217330626.94284,28459123702.177956,261893212137.7111,478914735673.57776
1998-03-29,18300491112.782814,28459123702.177956,263721106081.53632,478914735673.57776
1998-03-30,18548715153.549614,28541153911.028656,265565590919.1541,481767667639.5393
1998-03-31,18300491112.782814,28541153911.028656,263721106081.53632,481767667639.5393
1998-04-01,18300491112.782814,28541153911.028656,263721106081.53632,481767667639.5393
1998-04-02,18548715153.549614,28541153911.028656,265565590919.1541,481767667639.5393
1998-04-03,18300491112.782814,28541153911.028656,263721106081.53632,481767667639.5393
1998-04-04,18300491112.782814,28541153911.028656,263721106081.53632,481767667639.5393
1998-04-05,18548715153.549614,28541153911.028656,265565590919.1541,481767667639.5393
1998-04-06,18548715153.549614,28541153911.028656,265565590919.1541,481767667639.5393
1998-04-07,18662163484.716766,28621100536.610542,267425525127.18256,484622517847.65265
1998-04-08,18662163484.716766,28726727870.440025,267425525127.18256,487491498925.9372
1998-04-09,18662163484.716766,28621100536.610542,267425525127.18256,484622517847.65265
1998-04-10,18548715153.549614,28621100536.610542,265565590919.1541,484622517847.65265
1998-04-11,18662163484.716766,28621100536.610542,267425525127.18256,484622517847.65265
1998-04-12,18797955140.60356,28726727870.440025,269300750306.3601,487491498925.9372
1998-04-13,18662163484.716766,28726727870.440025,267425525127.18256,487491498925.9372
1998-04-14,18797955140.60356,28871114422.93959,269300750306.3601,490367686447.9509
1998-04-15,18934128961.140076,28871114422.93959,271182417559.20932,490367686447.9509
1998-04-16,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-04-17,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-04-18,18797955140.60356,28871114422.93959,269300750306.3601,490367686447.9509
1998-04-19,18797955140.60356,28871114422.93959,269300750306.3601,490367686447.9509
1998-04-20,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-04-21,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-04-22,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-04-23,18797955140.60356,28871114422.93959,269300750306.3601,490367686447.9509
1998-04-24,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-04-25,18934128961.140076,29067896690.282906,271182417559.20932,496168326051.3147
1998-04-26,19234698350.748924,29197365335.077023,275006788236.62213,499077511018.73096
1998-04-27,18934128961.140076,29067896690.282906,271182417559.20932,496168326051.3147
1998-04-28,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-04-29,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-04-30,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-05-01,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-05-02,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-05-03,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-05-04,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-05-05,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-05-06,18934128961.140076,28987064215.628914,271182417559.20932,493262495582.1182
1998-05-07,18934128961.140076,29067896690.282906,271182417559.20932,496168326051.3147
1998-05-08,19234698350.748924,29067896690.282906,275006788236.62213,496168326051.3147
1998-05-09,19234698350.748924,29067896690.282906,275006788236.62213,496168326051.3147
1998-05-10,19748277744.596004,29067896690.282906,276947743293.4463,496168326051.3147
1998-05-11,19748277744.596004,29067896690.282906,276947743293.4463,496168326051.3147
1998-05-12,19234698350.748924,29067896690.282906,275006788236.62213,496168326051.3147
1998-05-13,19234698350.748924,28987064215.628914,275006788236.62213,493262495582.1182
1998-05-14,19748277744.596004,29067896690.282906,276947743293.4463,496168326051.3147
1998-05-15,19748277744.596004,29197365335.077023,276947743293.4463,499077511018.73096
1998-05-16,19748277744.596004,29197365335.077023,276947743293.4463,499077511018.73096
1998-05-17,19934752509.116714,29401027318.034363,278931370306.29803,502009944558.9973
1998-05-18,19934752509.116714,29401027318.034363,278931370306.29803,502009944558.9973
1998-05-19,19748277744.596004,29197365335.077023,276947743293.4463,499077511018.73096
1998-05-20,19748277744.596004,29067896690.282906,276947743293.4463,496168326051.3147
1998-05-21,20088770844.359962,29197365335.077023,280927640970.61005,499077511018.73096
1998-05-22,19934752509.116714,29197365335.077023,278931370306.29803,499077511018.73096
1998-05-23,19934752509.116714,29197365335.077023,278931370306.29803,499077511018.73096
1998-05-24,20088770844.359962,29401027318.034363,280927640970.61005,502009944558.9973
1998-05-25,19934752509.116714,29401027318.034363,278931370306.29803,502009944558.9973
1998-05-26,20088770844.359962,29197365335.077023,280927640970.61005,499077511018.73096
1998-05-27,20088770844.359962,29401027318.034363,280927640970.61005,502009944558.9973
1998-05-28,20088770844.359962,29401027318.034363,280927640970.61005,502009944558.9973
1998-05-29,20088770844.359962,29401027318.034363,280927640970.61005,502009944558.9973
1998-05-30,20243880548.49021,29583455302.909405,282945807473.8812,504954345708.6199
1998-05-31,20243880548.49021,29401027318.034363,282945807473.8812,502009944558.9973
1998-06-01,20088770844.359962,29401027318.034363,280927640970.61005,502009944558.9973
1998-06-02,20243880548.49021,29401027318.034363,282945807473.8812,502009944558.9973
1998-06-03,20379984490.076534,29583455302.909405,284979276956.57434,504954345708.6199
1998-06-04,20379984490.076534,29583455302.909405,284979276956.57434,504954345708.6199
1998-06-05,20243880548.49021,29583455302.909405,282945807473.8812,504954345708.6199
1998-06-06,20243880548.49021,29583455302.909405,282945807473.8812,504954345708.6199
1998-06-07,20243880548.49021,29739986620.068336,282945807473.8812,507923457542.68146
1998-06-08,20243880548.49021,29583455302.909405,282945807473.8812,504954345708.6199
1998-06-09,20379984490.076534,29583455302.909405,284979276956.57434,504954345708.6199
1998-06-10,20379984490.076534,29739986620.068336,284979276956.57434,507923457542.68146
1998-06-11,20379984490.076534,29739986620.068336,284979276956.57434,507923457542.68146
1998-06-12,20379984490.076534,29739986620.068336,284979276956.57434,507923457542.68146
1998-06-13,20243880548.49021,29739986620.068336,282945807473.8812,507923457542.68146
1998-06-14,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-06-15,20590925741.802208,29877874035.997185,287029241721.64294,510907442890.5942
1998-06-16,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-06-17,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-06-18,20379984490.076534,29877874035.997185,284979276956.57434,510907442890.5942
1998-06-19,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-06-20,20590925741.802208,29993397809.80893,287029241721.64294,513897834430.66284
1998-06-21,20590925741.802208,29993397809.80893,287029241721.64294,513897834430.66284
1998-06-22,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-06-23,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-06-24,20590925741.802208,29993397809.80893,287029241721.64294,513897834430.66284
1998-06-25,20705730722.2745,30099944242.765614,289095708706.7539,516905328274.28406
1998-06-26,20814977462.82689,29993397809.80893,291165902221.8838,513897834430.66284
1998-06-27,20705730722.2745,30099944242.765614,289095708706.7539,516905328274.28406
1998-06-28,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-06-29,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-06-30,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-07-01,20814977462.82689,29993397809.80893,291165902221.8838,513897834430.66284
1998-07-02,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-07-03,20590925741.802208,29993397809.80893,287029241721.64294,513897834430.66284
1998-07-04,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-07-05,20590925741.802208,29877874035.997185,287029241721.64294,510907442890.5942
1998-07-06,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-07-07,20705730722.2745,29993397809.80893,289095708706.7539,513897834430.66284
1998-07-08,20814977462.82689,29877874035.997185,291165902221.8838,510907442890.5942
1998-07-09,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-07-10,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-07-11,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-07-12,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-07-13,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-07-14,20705730722.2745,29877874035.997185,289095708706.7539,510907442890.5942
1998-07-15,20705730722.2745,29739986620.068336,289095708706.7539,507923457542.68146
1998-07-16,20705730722.2745,29739986620.068336,289095708706.7539,507923457542.68146
1998-07-17,20705730722.2745,29739986620.068336,289095708706.7539,507923457542.68146
1998-07-18,20705730722.2745,29739986620.068336,289095708706.7539,507923457542.68146
1998-07-19,20705730722.2745,29739986620.068336,289095708706.7539,507923457542.68146
1998-07-20,20705730722.2745,29739986620.068336,289095708706.7539,507923457542.68146
1998-07-21,20705730722.2745,29583455302.909405,289095708706.7539,504954345708.6199
1998-07-22,20705730722.2745,29583455302.909405,289095708706.7539,504954345708.6199
1998-07-23,20590925741.802208,29401027318.034363,287029241721.64294,502009944558.9973
1998-07-24,20590925741.802208,29583455302.909405,287029241721.64294,504954345708.6199
1998-07-25,20705730722.2745,29401027318.034363,289095708706.7539,502009944558.9973
1998-07-26,20705730722.2745,29401027318.034363,289095708706.7539,502009944558.9973
1998-07-27,20705730722.2745,29401027318.034363,289095708706.7539,502009944558.9973
1998-07-28,20705730722.2745,29401027318.034363,289095708706.7539,502009944558.9973
1998-07-29,20590925741.802208,29401027318.034363,287029241721.64294,502009944558.9973
1998-07-30,20590925741.802208,29401027318.034363,287029241721.64294,502009944558.9973
1998-07-31,20590925741.802208,29401027318.034363,287029241721.64294,502009944558.9973
1998-08-01,20705730722.2745,29401027318.034363,289095708706.7539,502009944558.9973
1998-08-02,20590925741.802208,29197365335.077023,287029241721.64294,499077511018.73096
1998-08-03,20590925741.802208,29197365335.077023,287029241721.64294,499077511018.73096
1998-08-04,20590925741.802208,29197365335.077023,287029241721.64294,499077511018.73096
1998-08-05,20590925741.802208,29197365335.077023,287029241721.64294,499077511018.73096
1998-08-06,20590925741.802208,29197365335.077023,287029241721.64294,499077511018.73096
1998-08-07,20590925741.802208,29067896690.282906,287029241721.64294,496168326051.3147
1998-08-08,20590925741.802208,29067896690.282906,287029241721.64294,496168326051.3147
1998-08-09,20590925741.802208,29067896690.282906,287029241721.64294,496168326051.3147
1998-08-10,20379984490.076534,29067896690.282906,284979276956.57434,496168326051.3147
1998-08-11,20590925741.802208,29067896690.282906,287029241721.64294,496168326051.3147
1998-08-12,20590925741.802208,29067896690.282906,287029241721.64294,496168326051.3147
1998-08-13,20590925741.802208,28987064215.628914,287029241721.64294,493262495582.1182
1998-08-14,20590925741.802208,28987064215.628914,287029241721.64294,493262495582.1182
1998-08-15,20590925741.802208,28987064215.628914,287029241721.64294,493262495582.1182
1998-08-16,20379984490.076534,28987064215.628914,284979276956.57434,493262495582.1182
1998-08-17,20243880548.49021,28871114422.93959,282945807473.8812,490367686447.9509
1998-08-18,20243880548.49021,28726727870.440025,282945807473.8812,487491498925.9372
1998-08-19,20243880548.49021,28871114422.93959,282945807473.8812,490367686447.9509
1998-08-20,20243880548.49021,28871114422.93959,282945807473.8812,490367686447.9509
1998-08-21,20243880548.49021,28871114422.93959,282945807473.8812,490367686447.9509
1998-08-22,20379984490.076534,28726727870.440025,284979276956.57434,487491498925.9372
1998-08-23,20379984490.076534,28871114422.93959,284979276956.57434,490367686447.9509
1998-08-24,20379984490.076534,28871114422.93959,284979276956.57434,490367686447.9509
1998-08-25,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-08-26,20243880548.49021,28726727870.440025,282945807473.8812,487491498925.9372
1998-08-27,20243880548.49021,28726727870.440025,282945807473.8812,487491498925.9372
1998-08-28,20243880548.49021,28726727870.440025,282945807473.8812,487491498925.9372
1998-08-29,20243880548.49021,28726727870.440025,282945807473.8812,487491498925.9372
1998-08-30,20243880548.49021,28726727870.440025,282945807473.8812,487491498925.9372
1998-08-31,20243880548.49021,28726727870.440025,282945807473.8812,487491498925.9372
1998-09-01,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-09-02,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-09-03,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-09-04,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-09-05,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-09-06,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-09-07,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-09-08,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-09-09,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-09-10,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-09-11,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-12,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-13,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-14,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-15,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-16,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-17,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-18,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-19,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-09-20,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-09-21,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-09-22,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-09-23,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-09-24,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-09-25,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-09-26,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-09-27,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-09-28,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-09-29,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-09-30,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-10-01,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-10-02,20088770844.359962,28459123702.177956,280927640970.61005,478914735673.57776
1998-10-03,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-04,20243880548.49021,28541153911.028656,282945807473.8812,481767667639.5393
1998-10-05,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-06,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-07,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-08,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-09,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-10,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-10-11,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-12,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-13,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-14,20088770844.359962,28541153911.028656,280927640970.61005,481767667639.5393
1998-10-15,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-10-16,20243880548.49021,28726727870.440025,282945807473.8812,487491498925.9372
1998-10-17,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-18,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-19,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-20,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-21,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-22,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-23,19934752509.116714,28459123702.177956,278931370306.29803,478914735673.57776
1998-10-24,19748277744.596004,28459123702.177956,276947743293.4463,478914735673.57776
1998-10-25,19748277744.596004,28541153911.028656,276947743293.4463,481767667639.5393
1998-10-26,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-27,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-28,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-10-29,20088770844.359962,28621100536.610542,280927640970.61005,484622517847.65265
1998-10-30,20243880548.49021,28621100536.610542,282945807473.8812,484622517847.65265
1998-10-31,20088770844.359962,28621100536.610542,280927640970.61005,484622517847.65265
1998-11-01,19934752509.116714,28621100536.610542,278931370306.29803,484622517847.65265
1998-11-02,20088770844.359962,28621100536.610542,280927640970.61005,484622517847.65265
1998-11-03,20088770844.359962,28621100536.610542,280927640970.61005,484622517847.65265
1998-11-04,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-11-05,19934752509.116714,28621100536.610542,278931370306.29803,484622517847.65265
1998-11-06,20088770844.359962,28621100536.610542,280927640970.61005,484622517847.65265
1998-11-07,19934752509.116714,28541153911.028656,278931370306.29803,481767667639.5393
1998-11-08,20088770844.359962,28621100536.610542,280927640970.61005,484622517847.65265
1998-11-09,20088770844.359962,28726727870.440025,280927640970.61005,487491498925.9372
1998-11-10,20088770844.359962,28621100536.610542,280927640970.61005,484622517847.65265
1998-11-11,19934752509.116714,28621100536.610542,278931370306.29803,484622517847.65265
1998-11-12,19934752509.116714,28621100536.610542,278931370306.29803,484622517847.65265
1998-11-13,19934752509.116714,28621100536.610542,278931370306.29803,484622517847.65265
